Time,Voltage,Current
0,4.17497,0
0.102001056075096,4.17497,0
0.197997316718102,4.17497,0
0.30299574136734,4.17497,0
0.397000461816788,4.17497,0
0.504996255040169,4.17497,0
0.602994114160538,4.17497,0
0.703999400138855,4.17497,0
0.803003087639809,4.17497,0
0.903002545237541,4.17497,0
1.00500360131264,4.17497,0
1.10199563205242,4.17497,0
1.20099931955338,4.17497,0
1.29699558019638,4.17497,0
1.40399560332298,4.17497,0
1.50099769234657,4.17497,0
1.60399451851845,4.17497,0
1.6979992389679,4.17497,0
1.80200189352036,4.17497,0
1.9009955227375,4.17497,0
1.99700184166431,4.17497,0
2.10299603641033,4.17497,0
2.19900235533714,4.17497,0
2.30199918150902,4.17497,0
2.40400023758411,4.17497,0
2.50399969518185,4.17497,0
2.60499492287636,4.17497,0
2.70399861037731,4.17497,0
2.80399806797504,4.17497,0
2.90199592709541,4.17497,0
2.99999378621578,4.17497,0
3.09899747371674,4.17497,0
3.20599749684334,4.17497,0
3.30099798738956,4.17497,0
3.40500064194202,4.17497,0
3.50399427115917,4.17497,0
3.60099636018276,4.17497,0
3.70499901473522,4.17497,0
3.80499847233295,4.17497,0
3.90099473297596,4.17497,0
4.00400161743164,4.17497,0
4.0970005095005,4.17497,0
4.19999733567238,4.17497,0
4.29699942469597,4.17497,0
4.40300367772579,4.17497,0
4.50100153684616,4.17497,0
4.60399836301804,4.17497,0
4.7019962221384,4.17497,0
4.80199567973614,4.17497,0
4.89899776875973,4.17497,0
5.0019945949316,4.17497,0
5.09899668395519,4.17497,0
5.19800037145615,4.17497,0
5.30399456620216,4.17497,0
5.40200248360634,4.17497,0
5.49899451434612,4.17497,0
5.59799820184708,4.17497,0
5.70299662649632,4.17497,0
5.79900294542313,4.17497,0
5.89900240302086,4.17497,0
6.00600242614746,4.17497,0
6.10600188374519,4.17497,0
6.19799494743347,4.17497,0
6.29999600350857,4.17497,0
6.3999954611063,4.17497,0
6.50500394403934,4.17497,0
6.60199597477913,4.17497,0
6.70099966228008,4.17497,0
6.80500231683254,4.17497,0
6.90199434757233,4.17497,0
6.99699483811855,4.17497,0
7.10000172257423,4.17497,0
7.1979995816946,4.17497,0
7.30399377644062,4.17497,0
7.4020016938448,4.17497,0
7.49700218439102,4.17497,0
7.59799741208553,4.17497,0
7.70200006663799,4.17497,0
7.80099369585514,4.17497,0
7.89900161325932,4.17497,0
7.99699947237968,4.17497,0
8.09699892997742,4.17497,0
8.20600055158138,4.17497,0
8.29699784517288,4.17497,0
8.39699730277061,4.17497,0
8.5050031542778,4.17497,0
8.60199518501759,4.17497,0
8.70199464261532,4.17497,0
8.805001527071,4.17497,0
8.90500098466873,4.17497,0
9.0029988437891,4.17497,0
9.10200253129005,4.17497,0
9.20200198888779,4.17497,0
9.29799824953079,4.17497,0
9.40299667418003,4.17497,0
9.49999876320362,4.17497,0
9.59700085222721,4.17497,0
9.69900190830231,4.17497,0
9.79900136590004,4.17497,0
9.89699922502041,4.17497,0
9.90600138902664,4.17497,0
10.0109998136759,4.13813,-1.38499
10.1150024682283,4.12462,-1.43317
10.2179992944002,4.12076,-1.44542
10.3200003504753,4.11883,-1.44868
10.4129992425442,4.11883,-1.4495
10.5139944702387,4.11818,-1.4495
10.6179971247911,4.11754,-1.4495
10.7190024107695,4.11754,-1.45032
10.8210034668446,4.1169,-1.45032
10.9120007604361,4.1169,-1.4495
11.0149975866079,4.11625,-1.4495
11.1160028725863,4.11625,-1.4495
11.2149965018034,4.11561,-1.4495
11.3160017877817,4.11561,-1.4495
11.4169970154762,4.11561,-1.4495
11.5180023014545,4.11497,-1.4495
11.6169959306717,4.11497,-1.4495
11.7200028151274,4.11497,-1.4495
11.8130017071962,4.11432,-1.4495
11.9139969348907,4.11432,-1.45032
12.0159979909658,4.11432,-1.45032
12.1170032769442,4.11368,-1.45032
12.2159969061613,4.11368,-1.45032
12.3199995607138,4.11368,-1.45032
12.4129984527826,4.11368,-1.4495
12.5149995088577,4.11304,-1.4495
12.6170005649328,4.11304,-1.4495
12.7179957926273,4.11304,-1.4495
12.8159936517477,4.11239,-1.4495
12.9140015691519,4.11239,-1.4495
13.012995198369,4.11239,-1.4495
13.1129946559668,4.11175,-1.4495
13.2169973105192,4.11175,-1.4495
13.316996768117,4.11175,-1.4495
13.4130030870438,4.11175,-1.4495
13.5200031101704,4.11111,-1.45032
13.6200025677681,4.11111,-1.45032
13.7189961969852,4.11111,-1.45032
13.8139966875315,4.11111,-1.4495
13.9179993420839,4.11111,-1.4495
14.0159972012043,4.11046,-1.4495
14.115996658802,4.11046,-1.4495
14.2179977148771,4.11046,-1.4495
14.3129982054234,4.11046,-1.4495
14.4170008599758,4.11046,-1.45032
14.5190019160509,4.10982,-1.45032
14.621002972126,4.10982,-1.45032
14.7179950028658,4.10982,-1.45032
14.8119997233152,4.10982,-1.45032
14.9140007793903,4.10982,-1.4495
15.0149960070848,4.10918,-1.4495
15.1169970631599,4.10918,-1.4495
15.2149949222803,4.10918,-1.4495
15.3119970113039,4.10918,-1.45032
15.4130022972822,4.10918,-1.45032
15.5110001564026,4.10853,-1.45032
15.6130012124777,4.10853,-1.45032
15.7170038670301,4.10853,-1.4495
15.8220022916794,4.10853,-1.45032
15.915996953845,4.10853,-1.4495
16.0199996083975,4.10789,-1.45032
16.1129985004663,4.10789,-1.45032
16.2190027534962,4.10789,-1.4495
16.315994784236,4.10789,-1.4495
16.4159942418337,4.10789,-1.4495
16.516999527812,4.10725,-1.4495
16.6190005838871,4.10725,-1.4495
16.7169984430075,4.10725,-1.4495
16.8169979006052,4.10725,-1.4495
16.9160015881062,4.10725,-1.4495
17.018998414278,4.10725,-1.4495
17.1199936419725,4.1066,-1.4495
17.2200031578541,4.1066,-1.45032
17.3130020499229,4.1066,-1.4495
17.4130015075207,4.1066,-1.45032
17.5159983336926,4.1066,-1.45032
17.6189951598644,4.1066,-1.45032
17.7119940519333,4.10596,-1.4495
17.8129993379116,4.10596,-1.4495
17.9150003939867,4.10596,-1.4495
18.0179972201586,4.10596,-1.4495
18.1199982762337,4.10596,-1.4495
18.2190019637346,4.10596,-1.45032
18.3109950274229,4.10532,-1.4495
18.4140019118786,4.10532,-1.4495
18.5129955410957,4.10532,-1.4495
18.6119992285967,4.10532,-1.4495
18.7140002846718,4.10532,-1.45032
18.8149955123663,4.10532,-1.45032
18.9169965684414,4.10467,-1.45032
19.0180018544197,4.10467,-1.4495
19.1180013120174,4.10467,-1.45032
19.218996539712,4.10467,-1.45032
19.3200018256903,4.10467,-1.45032
19.4130007177591,4.10467,-1.45032
19.5150017738342,4.10403,-1.45032
19.6170028299093,4.10403,-1.4495
19.7189938277006,4.10403,-1.4495
19.8120027780533,4.10403,-1.45032
19.9179969727993,4.10403,-1.45032
19.9179969727993,4.10403,-1.45032
20.0319975614548,4.13508,0
20.126998052001,4.15117,0
20.2299948781729,4.15632,0
20.3330017626286,4.15825,0
20.4280022531748,4.15889,0
20.5319948494434,4.15953,0
20.6280011683702,4.15953,0
20.7329995930195,4.15953,0
20.8259984850883,4.16018,0
20.9300011396408,4.16018,0
21.0259974002838,4.16018,0
21.1320016533136,4.16018,0
21.2279979139566,4.16082,0
21.325995773077,4.16082,0
21.4279968291521,4.16082,0
21.5270005166531,4.16082,0
21.6269999742508,4.16082,0
21.7279952019453,4.16082,0
21.8299962580204,4.16146,0
21.926998347044,4.16146,0
22.0330026000738,4.16146,0
22.1269972622395,4.16146,0
22.2249951213598,4.16146,0
22.3300036042929,4.16146,0
22.4269956350327,4.16146,0
22.5239977240562,4.16211,0
22.6309977471828,4.16211,0
22.7289956063032,4.16211,0
22.82500192523,4.16211,0
22.930996119976,4.16211,0
23.0289939790964,4.16211,0
23.1279976665974,4.16211,0
23.2270013540983,4.16211,0
23.3299981802702,4.16211,0
23.4259944409132,4.16275,0
23.5299970954657,4.16275,0
23.627994954586,4.16275,0
23.7349949777126,4.16275,0
23.8310012966394,4.16275,0
23.9359997212887,4.16275,0
24.0249954164028,4.16275,0
24.1280023008585,4.16275,0
24.2269959300756,4.16275,0
24.3250038474798,4.16275,0
24.4300022721291,4.16275,0
24.5239969342947,4.16339,0
24.6320027858019,4.16339,0
24.7250016778708,4.16339,0
24.83000010252,4.16339,0
24.9270021915436,4.16339,0
25.0290032476187,4.16339,0
25.1290027052164,4.16339,0
25.2240031957626,4.16339,0
25.3290016204119,4.16339,0
25.427995249629,4.16339,0
25.5279947072268,4.16339,0
25.6299957633018,4.16339,0
25.7339984178543,4.16404,0
25.8269973099232,4.16404,0
25.933001562953,4.16404,0
26.0300036519766,4.16404,0
26.1269956827164,4.16404,0
26.2259993702173,4.16404,0
26.3289961963892,4.16404,0
26.4300014823675,4.16404,0
26.5259977430105,4.16404,0
26.6279987990856,4.16404,0
26.7320014536381,4.16404,0
26.8290035426617,4.16404,0
26.9349977374077,4.16468,0
27.0329955965281,4.16404,0
27.1299976855516,4.16468,0
27.2299971431494,4.16468,0
27.3310024291277,4.16468,0
27.4299960583448,4.16468,0
27.5249965488911,4.16468,0
27.6260018348694,4.16468,0
27.7239996939898,4.16468,0
27.8319954872131,4.16468,0
27.9300034046173,4.16468,0
28.0280012637377,4.16468,0
28.1269948929548,4.16468,0
28.2239969819784,4.16468,0
28.3300012350082,4.16468,0
28.4259974956512,4.16468,0
28.5309959203005,4.16532,0
28.6290038377047,4.16468,0
28.7250000983477,4.16532,0
28.8270011544228,4.16532,0
28.9309937506914,4.16532,0
29.027995839715,4.16532,0
29.126999527216,4.16532,0
29.2249973863363,4.16532,0
29.3319974094629,4.16532,0
29.4349942356348,4.16532,0
29.5289989560843,4.16532,0
29.6359989792109,4.16532,0
29.7300036996603,4.16532,0
29.8289973288774,4.16532,0
29.925999417901,4.16532,0
30.0320036709309,4.16532,0
30.1279999315739,4.16532,0
30.2339941263199,4.16532,0
30.325997248292,4.16532,0
30.4279983043671,4.16532,0
30.5309951305389,4.16532,0
30.6249998509884,4.16532,0
30.7309940457344,4.16532,0
30.8270003646612,4.16532,0
30.9259939938784,4.16532,0
31.0260035097599,4.16532,0
31.1279945075512,4.16597,0
31.2310013920069,4.16597,0
31.3260018825531,4.16597,0
31.4249955117702,4.16597,0
31.5319955348969,4.16597,0
31.6289976239204,4.16597,0
31.7319944500923,4.16597,0
31.8289965391159,4.16597,0
31.9329991936684,4.16597,0
32.0289954543114,4.16597,0
32.1279991418123,4.16597,0
32.2320017963648,4.16597,0
32.3259964585304,4.16597,0
32.4309948831797,4.16597,0
32.5259953737259,4.16597,0
32.6309937983751,4.16597,0
32.7270001173019,4.16597,0
32.8279953449965,4.16597,0
32.9310022294521,4.16597,0
33.0279942601919,4.16597,0
33.129995316267,4.16597,0
33.2339979708195,4.16597,0
33.3319958299398,4.16597,0
33.430003747344,4.16597,0
33.5239984095097,4.16597,0
33.6280010640621,4.16597,0
33.7250031530857,4.16597,0
33.8320031762123,4.16597,0
33.9309968054295,4.16597,0
34.0270031243563,4.16661,0
34.1329973191023,4.16661,0
34.2299994081259,4.16661,0
34.3290030956268,4.16661,0
34.4309940934181,4.16661,0
34.5249988138676,4.16661,0
34.62900146842,4.16661,0
34.724997729063,4.16661,0
34.8299961537123,4.16661,0
34.9260024726391,4.16661,0
35.0299950689077,4.16661,0
35.1260013878345,4.16661,0
35.2350030094385,4.16661,0
35.3319950401783,4.16661,0
35.4289971292019,4.16661,0
35.5329997837543,4.16661,0
35.62699444592,4.16661,0
35.7329986989498,4.16661,0
35.8270034193993,4.16661,0
35.9289944171906,4.16661,0
36.0270023345947,4.16661,0
36.1299991607666,4.16661,0
36.2299986183643,4.16661,0
36.3299980759621,4.16661,0
36.429001763463,4.16661,0
36.524998024106,4.16661,0
36.6310022771358,4.16661,0
36.7260027676821,4.16661,0
36.8319969624281,4.16661,0
36.9319964200258,4.16661,0
37.0299942791462,4.16661,0
37.1280021965504,4.16725,0
37.2280016541481,4.16661,0
37.33099848032,4.16661,0
37.4280005693436,4.16725,0
37.5329989939928,4.16725,0
37.6300010830164,4.16725,0
37.7259973436594,4.16725,0
37.8309957683086,4.16725,0
37.9259962588549,4.16725,0
38.0309946835041,4.16725,0
38.1329957395792,4.16725,0
38.2279962301254,4.16725,0
38.3319988846779,4.16725,0
38.4269993752241,4.16725,0
38.5310020297766,4.16725,0
38.6260025203228,4.16725,0
38.7249961495399,4.16725,0
38.8239998370409,4.16725,0
38.9339972287416,4.16725,0
39.0289977192879,4.16725,0
39.1289971768856,4.16725,0
39.2250034958124,4.16725,0
39.3289960920811,4.16725,0
39.4339945167303,4.16725,0
39.5329982042313,4.16725,0
39.6270029246807,4.16725,0
39.7259965538979,4.16725,0
39.827997609973,4.16725,0
39.9320002645254,4.16725,0
40.0329954922199,4.16725,0
40.1340007781982,4.16725,0
40.2299970388412,4.16725,0
40.3260033577681,4.16725,0
40.4290001839399,4.16725,0
40.5319970101118,4.16725,0
40.6289990991354,4.16725,0
40.7289985567331,4.16725,0
40.8289980143309,4.16725,0
40.9280017018318,4.16725,0
41.0249937325716,4.16725,0
41.1319937556982,4.16725,0
41.228000074625,4.16725,0
